>5501,<6000,5501-6000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5501-6000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
>6001,<6500,6001-6500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6001-6500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
>6501,<7000,6501-7000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6501-7000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
>7001,<7500,7001-7500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7001-7500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
>7501,<8000,7501-8000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7501-8000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
>8001,<8500,8001-8500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8001-8500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
>8501,<9000,8501-9000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8501-9000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
>9001,<9500,9001-9500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9001-9500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
>9501,<10000,9501-10000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9501-10000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
,,,,,539,11708,608,960,,,,,,,,,,
,,Chicken,ChickenOverAll,ChickenAlive,Thirst,Hunger,Age,Predator,,Dog,DogOverAll,DogAlive,Thirst,Hunger,Age,Predator,,Grain
>1,<100,1-100,150,147.5,0,0,0,2.5,,1-100,50,50,0,0,0,0,,165
>101,<200,101-200,150,138.666666666667,0,0,0,11.3333333333333,,101-200,50,50,0,0,0,0,,195
>201,<300,201-300,195.4375,174.8125,0,0,0,20.625,,201-300,50,50,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,200.5
>301,<400,301-400,252.173076923077,223.153846153846,0,0,0,29.0192307692308,,301-400,50,50,0,0,0,0,,189.5
>401,<500,401-500,346.786516853933,311.258426966292,2.97752808988764,0.50561797752809,0,32.0449438202247,,401-500,65.7777777777778,65.7777777777778,0,0,0,0,,179.7
>501,<600,501-600,471.352941176471,411.578431372549,17.3921568627451,4.84313725490196,0.274509803921569,37.2647058823529,,501-600,83.75,83.75,0,0,0,0,,156
>601,<700,601-700,615.192,473.648,30.712,9.08,55.552,46.2,,601-700,98.6315789473684,98.6315789473684,0,0,0,0,,133.444444444444
>701,<800,701-800,812.608695652174,564.673913043478,64.2028985507246,22.6739130434783,108.731884057971,52.3260869565217,,701-800,113.4375,112.5,0.9375,0,0,0,,102.111111111111
>801,<900,801-900,1070.00689655172,723.28275862069,99.3931034482759,60.4,125.158620689655,61.7724137931034,,801-900,136,132.232558139535,2.23255813953488,1.53488372093023,0,0,,67.4
>901,<1000,901-1000,1367.88,865.32,134,133.92,161.033333333333,73.6066666666667,,901-1000,166.304347826087,157.260869565217,6.28260869565217,2.76086956521739,0,0,,41.8
>1001,<1100,1001-1100,1714.43312101911,984.40127388535,174.210191082803,264.477707006369,203.019108280255,88.3248407643312,,1001-1100,200.360655737705,171.737704918033,11.3934426229508,3.08196721311475,14.1475409836066,0,,22.8
>1101,<1200,1101-1200,2092.79617834395,1083.70700636943,202.802547770701,451.910828025478,257.993630573248,96.3821656050955,,1101-1200,229.770491803279,167.065573770492,15.1639344262295,5.37704918032787,42.1639344262295,0,,16
>1201,<1300,1201-1300,2532.26086956522,1185.27329192547,222.055900621118,721.695652173913,301.031055900621,102.204968944099,,1201-1300,251.490909090909,175.418181818182,18.8727272727273,8.70909090909091,48.4909090909091,0,,14.1111111111111
>1301,<1400,1301-1400,3010.08074534161,1276.27950310559,236.683229813665,1040.92546583851,345.614906832298,110.577639751553,,1301-1400,273.2,187.2,27.0333333333333,9.96666666666667,49,0,,11.1
>1401,<1500,1401-1500,3539.55555555556,1374.06172839506,249.382716049383,1412.74074074074,380.907407407407,122.462962962963,,1401-1500,314.693333333333,215.04,32.44,17.2533333333333,49.96,0,,8.7
>1501,<1600,1501-1600,4084.19631901841,1458.04294478528,259.957055214724,1813.40490797546,412.717791411043,140.073619631902,,1501-1600,360.8,237.7125,39.4625,23.45,60.175,0,,7.6
>1601,<1700,1601-1700,4621.81097560976,1495.61585365854,268.743902439024,2265.56097560976,434.493902439024,157.396341463415,,1601-1700,413.486486486487,266.743243243243,42.7972972972973,30.6486486486486,73.2972972972973,0,,8.88888888888889
>1701,<1800,1701-1800,5239.33536585366,1560.26219512195,281.743902439024,2770.56097560976,451.140243902439,175.628048780488,,1701-1800,455.586206896552,285.35632183908,46.1149425287356,40.2413793103448,83.8735632183908,0,,10.4444444444444
>1801,<1900,1801-1900,5791.7743902439,1564.26219512195,295.939024390244,3273.54268292683,468.280487804878,189.75,,1801-1900,500.087912087912,299.230769230769,49.7802197802198,55.5494505494506,95.5274725274725,0,,12.3
>1901,<2000,1901-2000,6437.83636363636,1644.15757575758,305.551515151515,3799.32121212121,481.315151515152,207.490909090909,,1901-2000,555.595505617978,317.808988764045,56.752808988764,72.8202247191011,108.213483146067,0,,12.2
>2001,<2100,2001-2100,7007.25925925926,1630.17283950617,318.462962962963,4338.55555555556,489.765432098765,230.302469135802,,2001-2100,614.594594594595,333.747747747748,62.1981981981982,88.4234234234234,130.225225225225,0,,13.8
>2101,<2200,2101-2200,7649.78048780488,1682.55487804878,334.969512195122,4884.65243902439,497.579268292683,250.024390243902,,2101-2200,688.224489795918,371.295918367347,66.7857142857143,102.602040816327,147.540816326531,0,,17.1111111111111
>2201,<2300,2201-2300,8230.78527607362,1653.31288343558,351.730061349693,5454.25153374233,505.21472392638,266.276073619632,,2201-2300,754.574074074074,401.712962962963,72.1203703703704,118.925925925926,161.814814814815,0,,18.1111111111111
>2301,<2400,2301-2400,8848.18902439024,1682.66463414634,369.725609756098,5992.4756097561,512.140243902439,291.182926829268,,2301-2400,831.345794392523,435.953271028037,79.5327102803738,142.084112149533,173.775700934579,0,,18.5
>2401,<2500,2401-2500,9544.92073170732,1736.32926829268,387.780487804878,6582.54878048781,518.128048780488,320.134146341463,,2401-2500,918.368421052632,481.09649122807,88.3771929824561,163.368421052632,185.526315789474,0,,18.1
>2501,<2600,2501-2600,10128.7682926829,1730.50609756098,402.823170731707,7111.89634146341,529.451219512195,354.091463414634,,2501-2600,1014.09677419355,525.903225806452,96.1854838709678,189.370967741936,202.637096774194,0,,19.4
>2601,<2700,2601-2700,10714.8109756098,1682.64634146341,416.640243902439,7689.12804878049,535.75,390.646341463415,,2601-2700,1116.48387096774,567.306451612903,105.903225806452,220.5,222.774193548387,0,,20.5
>2701,<2800,2701-2800,11273.3518518519,1570.47530864198,426.475308641975,8300.84567901235,543.70987654321,431.845679012346,,2701-2800,1226.31111111111,603.251851851852,117.044444444444,253.333333333333,252.681481481481,0,,24.1111111111111
>2801,<2900,2801-2900,11747.537037037,1469.64814814815,439.777777777778,8811.04938271605,555.117283950617,471.944444444445,,2801-2900,1335.71851851852,649.651851851852,124.407407407407,286.607407407407,275.051851851852,0,,28.3
>2901,<3000,2901-3000,12181.9074074074,1324.55555555556,454.851851851852,9325.9012345679,563.58024691358,513.018518518518,,2901-3000,1460.13636363636,702.80303030303,131.954545454545,329.219696969697,296.159090909091,0,,31.5
>3001,<3100,3001-3100,12538.51875,1142.75625,476.16875,9793.80625,572.75,553.0375,,3001-3100,1585.4,747.907142857143,142.264285714286,373.428571428571,321.8,0,,33.3
>3101,<3200,3101-3200,12851.9617834395,1003.10191082803,492.254777070064,10185.101910828,578.770700636943,592.732484076433,,3101-3200,1760.05755395683,838.63309352518,149.73381294964,418.143884892086,353.546762589928,0,,38
>3201,<3300,3201-3300,13107.4012738854,847.426751592357,500.624203821656,10543.9681528662,583.573248407643,631.808917197452,,3201-3300,1932.14388489209,922.78417266187,156.237410071942,467.762589928058,385.359712230216,0,,45
>3301,<3400,3301-3400,13323.7346938776,702.469387755102,505.836734693878,10852.0272108844,588.489795918367,674.91156462585,,3301-3400,2128.13245033113,1031.3642384106,164.245033112583,522.980132450331,409.543046357616,0,,51.4
>3401,<3500,3401-3500,13484.524137931,575.593103448276,511.910344827586,11085.9655172414,593.255172413793,717.8,,3401-3500,2338.38410596026,1131.6821192053,176.172185430464,584.854304635762,445.675496688742,0,,58.3
>3501,<3600,3501-3600,13585.8863636364,433.681818181818,518,11281.4318181818,598.621212121212,754.151515151515,,3501-3600,2568.18421052632,1219.75,185.947368421053,679.217105263158,483.269736842105,0,,67.2
>3601,<3700,3601-3700,13676.4545454545,317.214876033058,521.719008264463,11441.2396694215,602.942148760331,793.338842975207,,3601-3700,2808.4358974359,1300.88461538462,194.108974358974,789.23717948718,524.205128205128,0,,75.8
>3701,<3800,3701-3800,13743.3142857143,221.314285714286,527,11556.4285714286,605.666666666667,832.904761904762,,3701-3800,3064.93081761006,1379.4213836478,209.974842767296,903.930817610063,571.603773584906,0,,85
>3801,<3900,3801-3900,13778.34375,152.53125,532.572916666667,11620.5520833333,606.885416666667,865.802083333333,,3801-3900,3349.38364779874,1485.77358490566,225.075471698113,1024.91823899371,613.616352201258,0,,94.5
>3901,<4000,3901-4000,13801.6829268293,88.5731707317073,537.134146341463,11671.2804878049,607.914634146341,896.780487804878,,3901-4000,3623.7625,1530.70625,233.7125,1202.4375,656.90625,0,,104.5
>4001,<4100,4001-4100,13814.58,38.26,539,11698.58,608,930.74,,4001-4100,3907.5625,1557.925,239.95,1402.2875,707.4,0,,114.5
>4101,<4200,4101-4200,13815,9.2,539,11706.95,608,951.85,,4101-4200,4160.42236024845,1564.98136645963,250.229813664596,1598.31677018634,746.894409937888,0,,124.5
>4201,<4300,4201-4300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4201-4300,4417.3,1524.7625,264.89375,1825.38125,802.2625,0,,134
>4301,<4400,4301-4400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4301-4400,4602.98795180723,1472.3734939759,273.650602409639,2017.6265060241,839.33734939759,0,,141.5
>4401,<4500,4401-4500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4401-4500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>4501,<4600,4501-4600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4501-4600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>4601,<4700,4601-4700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4601-4700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>4701,<4800,4701-4800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4701-4800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>4801,<4900,4801-4900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4801-4900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>4901,<5000,4901-5000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,4901-5000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5001,<5100,5001-5100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5001-5100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5101,<5200,5101-5200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5101-5200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5201,<5300,5201-5300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5201-5300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5301,<5400,5301-5400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5301-5400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5401,<5500,5401-5500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5401-5500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5501,<5600,5501-5600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5501-5600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5601,<5700,5601-5700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5601-5700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5701,<5800,5701-5800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5701-5800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5801,<5900,5801-5900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5801-5900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>5901,<6000,5901-6000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,5901-6000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6001,<6100,6001-6100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6001-6100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6101,<6200,6101-6200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6101-6200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6201,<6300,6201-6300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6201-6300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6301,<6400,6301-6400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6301-6400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6401,<6500,6401-6500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6401-6500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6501,<6600,6501-6600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6501-6600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6601,<6700,6601-6700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6601-6700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6701,<6800,6701-6800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6701-6800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6801,<6900,6801-6900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6801-6900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>6901,<7000,6901-7000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,6901-7000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7001,<7100,7001-7100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7001-7100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7101,<7200,7101-7200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7101-7200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7201,<7300,7201-7300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7201-7300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7301,<7400,7301-7400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7301-7400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7401,<7500,7401-7500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7401-7500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7501,<7600,7501-7600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7501-7600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7601,<7700,7601-7700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7601-7700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7701,<7800,7701-7800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7701-7800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7801,<7900,7801-7900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7801-7900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>7901,<8000,7901-8000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7901-8000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8001,<8100,8001-8100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8001-8100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8101,<8200,8101-8200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8101-8200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8201,<8300,8201-8300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8201-8300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8301,<8400,8301-8400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8301-8400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8401,<8500,8401-8500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8401-8500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8501,<8600,8501-8600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8501-8600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8601,<8700,8601-8700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8601-8700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8701,<8800,8701-8800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8701-8800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8801,<8900,8801-8900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8801-8900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>8901,<9000,8901-9000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,8901-9000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9001,<9100,9001-9100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9001-9100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9101,<9200,9101-9200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9101-9200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9201,<9300,9201-9300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9201-9300,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9301,<9400,9301-9400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9301-9400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9401,<9500,9401-9500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9401-9500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9501,<9600,9501-9600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9501-9600,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9601,<9700,9601-9700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9601-9700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9701,<9800,9701-9800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9701-9800,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9801,<9900,9801-9900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9801-9900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
>9901,<10000,9901-10000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,9901-10000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
